source,confidence,target,weight
STAT1,C,ATXN7,1.0
CEBPA,C,LUC7L,1.0
CEBPA,C,GPAT3,1.0
STAT1,C,FBXW7,1.0
STAT1,C,B4GALT4,1.0
STAT1,C,FBXL5,1.0
STAT1,C,ARHGEF7,1.0
SREBF2,C,FADS1,1.0
CEBPA,C,FAM135A,1.0
SREBF2,C,DYNC1H1,1.0
STAT1,C,NPTN,1.0
CEBPA,C,PDZD2,1.0
STAT1,C,NPRL2,1.0
STAT1,C,NLRP6,1.0
CEBPA,C,PDPR,1.0
SPI1,C,SPTLC1,1.0
SPI1,C,SRGAP3,1.0
CEBPA,C,CS,1.0
CEBPA,C,PDE4C,1.0
SPI1,C,SNCA,1.0
CEBPA,C,CSMD2,1.0
CEBPA,C,CSNK1G1,1.0
SPI1,C,STK4,1.0
SPI1,C,SUSD1,1.0
CEBPA,C,CTPS1,1.0
CEBPA,C,PCBP2,1.0
CEBPA,C,PBX4,1.0
SPI1,C,SYNPO2,1.0
CEBPA,C,PAQR8,1.0
CEBPA,C,PANK1,1.0
CEBPA,C,PCNX1,1.0
SPI1,C,SMAP2,1.0
SPI1,C,SLC12A8,1.0
CEBPA,C,PIP5K1A,1.0
CEBPA,C,POM121,1.0
CEBPA,C,POLR3B,1.0
STAT1,C,OPN5,1.0
SPI1,C,RRBP1,1.0
CEBPA,C,POLE3,1.0
SPI1,C,RRP12,1.0
CEBPA,C,PMPCB,1.0
CEBPA,C,CRCP,1.0
SPI1,C,RXRA,1.0
CEBPA,C,PLK5,1.0
CEBPA,C,CREB5,1.0
SPI1,C,SCAMP4,1.0
CEBPA,C,PLEKHA1,1.0
SPI1,C,SF1,1.0
STAT1,C,NXT1,1.0
STAT1,C,NSFL1C,1.0
CEBPA,C,PLA2G5,1.0
CEBPA,C,PLA2G4C,1.0
CEBPA,C,CRPPA,1.0
CEBPA,C,PKD1L2,1.0
CEBPA,C,PKD1L1,1.0
SPI1,C,TBC1D4,1.0
SPI1,C,RPRD2,1.0
STAT1,C,NFIA,1.0
CEBPA,C,PADI1,1.0
SPI1,C,TRAF3IP3,1.0
CEBPA,C,NRG4,1.0
SPI1,C,TRIM44,1.0
SPI1,C,TSC22D3,1.0
CEBPA,C,NPLOC4,1.0
SPI1,C,UBASH3B,1.0
CEBPA,C,CYP24A1,1.0
STAT1,C,NDUFAF6,1.0
STAT1,C,NDUFA9,1.0
CEBPA,C,NUBPL,1.0
STAT1,C,NDUFA12,1.0
SPI1,C,UBE2O,1.0
STAT1,C,NDST2,1.0
STAT1,C,NDST1,1.0
SPI1,C,USP4,1.0
CEBPA,C,NOL4,1.0
CEBPA,C,NLRC5,1.0
SPI1,C,VIPR2,1.0
STAT1,C,NAV2,1.0
CEBPA,C,DAGLB,1.0
CEBPA,C,NPHS1,1.0
CEBPA,C,NUCB2,1.0
SPI1,C,TNK2,1.0
STAT1,C,NET1,1.0
CEBPA,C,P4HA3,1.0
CEBPA,C,OTUD3,1.0
CEBPA,C,OTC,1.0
SPI1,C,TEK,1.0
SPI1,C,TENM4,1.0
STAT1,C,NFATC4,1.0
SPI1,C,TENT2,1.0
CEBPA,C,OR9G4,1.0
CEBPA,C,OR5B21,1.0
STAT1,C,NFATC3,1.0
CEBPA,C,OR2S2,1.0
CEBPA,C,OR1M1,1.0
CEBPA,C,OR1G1,1.0
CEBPA,C,OPN3,1.0
CEBPA,C,OLR1,1.0
CEBPA,C,OLIG1,1.0
SPI1,C,TMEM144,1.0
CEBPA,C,OGDH,1.0
SPI1,C,TMPRSS3,1.0
STAT1,C,NEURL3,1.0
SPI1,C,TNFSF8,1.0
SPI1,C,TBCC,1.0
SPI1,C,VPS26A,1.0
SPI1,C,RPL35,1.0
SPI1,C,RNF20,1.0
CEBPA,C,RCC1,1.0
SPI1,C,PHF14,1.0
CEBPA,C,CHD9,1.0
CEBPA,C,CHEK2,1.0
STAT1,C,PLPP4,1.0
SPI1,C,PIK3AP1,1.0
CEBPA,C,RBMS2,1.0
CEBPA,C,CHPT1,1.0
CEBPA,C,CHRNA6,1.0
CEBPA,C,RFWD3,1.0
SPI1,C,PKN1,1.0
SPI1,C,PLB1,1.0
CEBPA,C,RBM25,1.0
CEBPA,C,RBBP6,1.0
STAT1,C,PLCL1,1.0
CEBPA,C,CLCN5,1.0
CEBPA,C,RANBP6,1.0
CEBPA,C,CLGN,1.0
CEBPA,C,RALGAPB,1.0
STAT1,C,PLAAT3,1.0
CEBPA,C,RBM45,1.0
STAT1,C,PNISR,1.0
SPI1,C,PGAP1,1.0
STAT1,C,PNPLA4,1.0
SPI1,C,NDRG1,1.0
STAT1,C,PPP1R12A,1.0
SPI1,C,NEK6,1.0
CEBPA,C,RXRB,1.0
SPI1,C,NFYC,1.0
CEBPA,C,RUSF1,1.0
SPI1,C,NPAS3,1.0
CEBPA,C,CEP250,1.0
CEBPA,C,CEP350,1.0
SPI1,C,NRXN1,1.0
CEBPA,C,RRP1B,1.0
STAT1,C,POLR3C,1.0
CEBPA,C,CFAP161,1.0
SPI1,C,NTS,1.0
CEBPA,C,RPL5,1.0
CEBPA,C,CFB,1.0
CEBPA,C,RP1,1.0
SPI1,C,OTULINL,1.0
STAT1,C,POGZ,1.0
CEBPA,C,RIMS2,1.0
CEBPA,C,RHOBTB2,1.0
STAT1,C,PLA2G3,1.0
SPI1,C,RPL27A,1.0
CEBPA,C,CLN6,1.0
SPI1,C,PPARD,1.0
CEBPA,C,PRPSAP2,1.0
CEBPA,C,PRODH2,1.0
CEBPA,C,COL28A1,1.0
SPI1,C,RAPGEF4,1.0
CEBPA,C,PRMT7,1.0
CEBPA,C,PRM2,1.0
CEBPA,C,COPS8,1.0
STAT1,C,PCP4,1.0
SPI1,C,RASA4,1.0
CEBPA,C,PRR27,1.0
SPI1,C,RASSF1,1.0
STAT1,C,PAPPA2,1.0
SPI1,C,RCBTB2,1.0
STAT1,C,PAM,1.0
CEBPA,C,PPP3CC,1.0
CEBPA,C,PPL,1.0
STAT1,C,PALLD,1.0
CEBPA,C,PPIB,1.0
SPI1,C,RGL2,1.0
SPI1,C,RIPOR2,1.0
SPI1,C,RBBP8,1.0
STAT1,C,PDE4DIP,1.0
SPI1,C,RAB3GAP2,1.0
STAT1,C,PDE6B,1.0
STAT1,C,PIWIL3,1.0
CEBPA,C,RABGEF1,1.0
STAT1,C,PIWIL2,1.0
STAT1,C,PITPNB,1.0
CEBPA,C,R3HDM1,1.0
SPI1,C,PREX1,1.0
SPI1,C,PRIM2,1.0
CEBPA,C,CNOT1,1.0
CEBPA,C,PTPRA,1.0
CEBPA,C,COBLL1,1.0
SPI1,C,PRKCQ,1.0
STAT1,C,PIH1D2,1.0
STAT1,C,PHYKPL,1.0
STAT1,C,PHGDH,1.0
STAT1,C,PHB1,1.0
CEBPA,C,COCH,1.0
SPI1,C,PSMB8,1.0
CEBPA,C,PTCHD4,1.0
CEBPA,C,PSMA6,1.0
STAT1,C,PGK1,1.0
CEBPA,C,COL21A1,1.0
CEBPA,C,RADIL,1.0
CEBPA,C,SCHIP1,1.0
CEBPA,C,DAND5,1.0
CEBPA,C,DAPK3,1.0
SREBF1,C,MED15,1.0
SREBF1,C,MFSD3,1.0
CEBPA,C,EIF3M,1.0
STAT1,C,LCN12,1.0
SREBF1,C,MICAL3,1.0
STAT1,C,LCMT2,1.0
SREBF1,C,MIIP,1.0
STAT1,C,LARGE1,1.0
CEBPA,C,EIF4A2,1.0
STAT1,C,LIMCH1,1.0
SREBF1,C,MKNK2,1.0
SREBF1,C,MVD,1.0
STAT1,C,LAMA2,1.0
SREBF1,C,NRL,1.0
SREBF1,C,PARK7,1.0
SREBF1,C,PDP2,1.0
SREBF1,C,PLEKHG5,1.0
SREBF1,C,POR,1.0
SREBF1,C,RAB26,1.0
SREBF1,C,RALGDS,1.0
SREBF1,C,MMAB,1.0
SREBF1,C,MCRIP2,1.0
SREBF1,C,MAST1,1.0
SREBF1,C,LZTFL1,1.0
SPIB,C,WNT5B,1.0
SPIB,C,WSCD2,1.0
SPIB,C,ZC3H12D,1.0
SPIB,C,ZNF608,1.0
STAT1,C,LRATD2,1.0
SREBF1,C,ANO10,1.0
SREBF1,C,ARFGAP2,1.0
SREBF1,C,ASPSCR1,1.0
SREBF1,C,CCDC57,1.0
SREBF1,C,CPEB4,1.0
SREBF1,C,CSNK1G2,1.0
SREBF1,C,DDR1,1.0
SREBF1,C,DPYSL2,1.0
SREBF1,C,DUS3L,1.0
SREBF1,C,FKBP5,1.0
CEBPA,C,DYNC2H1,1.0
CEBPA,C,EDIL3,1.0
SREBF1,C,HCFC1R1,1.0
SREBF1,C,KIF3C,1.0
SREBF1,C,LYL1,1.0
CEBPA,C,EFCAB5,1.0
SREBF1,C,RETSAT,1.0
SPIB,C,WNK1,1.0
STAT1,C,KTN1,1.0
CEBPA,C,EML5,1.0
CEBPA,C,ERG,1.0
CEBPA,C,ERRFI1,1.0
STAT1,C,IPO8,1.0
SREBF2,C,AMPD2,1.0
SREBF2,C,ARHGEF11,1.0
SREBF2,C,BCAR1,1.0
SREBF2,C,BRF1,1.0
STAT1,C,INTS8,1.0
SREBF2,C,CAPN5,1.0
SREBF2,C,ALOXE3,1.0
SREBF2,C,CCDC88B,1.0
SREBF2,C,CELSR2,1.0
CEBPA,C,EXOC3L4,1.0
SREBF2,C,CIAO3,1.0
STAT1,C,INCA1,1.0
STAT1,C,ILF3,1.0
SREBF2,C,DNAH1,1.0
STAT1,C,ILDR1,1.0
CEBPA,C,FADS1,1.0
CEBPA,C,NBEAL2,1.0
SREBF2,C,CDC42BPG,1.0
SREBF2,C,ADAP1,1.0
STAT1,C,IZUMO1,1.0
STAT1,C,JAKMIP3,1.0
STAT1,C,KLHDC8B,1.0
STAT1,C,KLHDC4,1.0
SREBF1,C,STX4,1.0
CEBPA,C,ENTPD6,1.0
STAT1,C,KLF1,1.0
SREBF1,C,TMEM134,1.0
STAT1,C,KIT,1.0
SREBF1,C,TMEM53,1.0
SREBF1,C,TOP3B,1.0
SREBF1,C,TRAPPC9,1.0
STAT1,C,KIF21A,1.0
STAT1,C,BLTP1,1.0
SREBF1,C,TULP3,1.0
SREBF1,C,VASP,1.0
STAT1,C,KIAA0040,1.0
SREBF1,C,ZDHHC8,1.0
STAT1,C,KCNIP4,1.0
SREBF1,C,ZMYND8,1.0
CEBPA,C,EPS15,1.0
CEBPA,C,EPS15L1,1.0
SREBF2,C,ABTB1,1.0
SREBF1,C,SLC12A4,1.0
SPI1,C,WDR91,1.0
SPIB,C,VOPP1,1.0
SPIB,C,TRABD2A,1.0
SPIB,C,CAMK4,1.0
STAT1,C,MPHOSPH8,1.0
SPIB,C,CCDC88C,1.0
STAT1,C,MOXD1,1.0
STAT1,C,MOB3C,1.0
STAT1,C,MOB3A,1.0
SPIB,C,CD86,1.0
SPIB,C,CDYL,1.0
STAT1,C,MN1,1.0
SPIB,C,BHLHE40,1.0
STAT1,C,MMP2,1.0
SPIB,C,CHL1,1.0
SPIB,C,CIITA,1.0
SPIB,C,CNTN4,1.0
STAT1,C,MKNK1,1.0
SPIB,C,DLGAP1,1.0
SPIB,C,DOCK10,1.0
STAT1,C,MIIP,1.0
SPIB,C,DTNB,1.0
SPIB,C,ECE1,1.0
STAT1,C,MLN,1.0
STAT1,C,PALS1,1.0
STAT1,C,MRPL32,1.0
STAT1,C,MRPS18A,1.0
STAT1,C,MYO5B,1.0
CEBPA,C,NEXN,1.0
CEBPA,C,NEU3,1.0
STAT1,C,MYO1B,1.0
CEBPA,C,DBNDD1,1.0
STAT1,C,MYO15A,1.0
CEBPA,C,DDX39A,1.0
SPI1,C,ZBTB18,1.0
SPI1,C,ZBTB38,1.0
CEBPA,C,DEFB1,1.0
STAT1,C,MTUS1,1.0
SPI1,C,ZBTB44,1.0
CEBPA,C,DEGS1,1.0
CEBPA,C,NEBL,1.0
STAT1,C,MTMR1,1.0
STAT1,C,MTHFD1L,1.0
SPI1,C,ZSCAN9,1.0
SPIB,C,ARHGAP24,1.0
SPIB,C,BANK1,1.0
SPIB,C,BBS9,1.0
SPIB,C,BCL11A,1.0
SPIB,C,ELMO1,1.0
SPIB,C,UCP2,1.0
SPIB,C,GMDS,1.0
SPIB,C,GRAMD2B,1.0
SPIB,C,PPFIBP2,1.0
CEBPA,C,DOT1L,1.0
SPIB,C,RAPGEF1,1.0
SPIB,C,RASSF2,1.0
SPIB,C,RASSF5,1.0
STAT1,C,LYPD5,1.0
SPIB,C,RFX3,1.0
CEBPA,C,DSE,1.0
STAT1,C,LTB4R,1.0
SPIB,C,PIK3AP1,1.0
SPIB,C,RUBCNL,1.0
SPIB,C,SP110,1.0
STAT1,C,LRRN4,1.0
SPIB,C,SP140,1.0
CEBPA,C,DTNA,1.0
SPIB,C,ST14,1.0
SPIB,C,SYNE2,1.0
SPIB,C,TBC1D4,1.0
SPIB,C,TENM4,1.0
SPIB,C,TNFAIP8,1.0
SPIB,C,SLC12A3,1.0
STAT1,C,MAP2K5,1.0
SPIB,C,PDCD1LG2,1.0
SPIB,C,PARP15,1.0
SPIB,C,GRM7,1.0
SPIB,C,GSDME,1.0
CEBPA,C,DHRS2,1.0
SPIB,C,IKZF1,1.0
SPIB,C,IL16,1.0
CEBPA,C,DIXDC1,1.0
SPIB,C,IL21R,1.0
SPIB,C,IRAG2,1.0
SPIB,C,ITGAX,1.0
SPIB,C,ITPR1,1.0
SPIB,C,KDM4C,1.0
CEBPA,C,NDFIP2,1.0
STAT1,C,MECOM,1.0
CEBPA,C,DMBX1,1.0
SPIB,C,NDRG1,1.0
CEBPA,C,DMD,1.0
CEBPA,C,DMTF1,1.0
SPIB,C,NUP210,1.0
CEBPA,C,DNAH1,1.0
CEBPA,C,DNAJC5B,1.0
CEBPA,C,DNM2,1.0
CEBPA,C,DHPS,1.0
STAT1,C,NLK,1.0
ESR2,C,PLXDC1,1.0
SOX9,C,KRT8,1.0
RELA,C,ZNF438,1.0
RELB,C,ANKRD33B,1.0
RELB,C,B4GALT5,1.0
RELB,C,BATF3,1.0
RELB,C,BBC3,1.0
RELB,C,BCL3,1.0
RELB,C,CCL2,1.0
RELB,C,CLASP1,1.0
RELB,C,COL22A1,1.0
RELB,C,CSF2RB,1.0
RELB,C,DLGAP4,1.0
RELB,C,DUSP22,1.0
RELB,C,EMX1,1.0
RELB,C,EPB41L2,1.0
RELB,C,FAM167A,1.0
RELB,C,FNDC3B,1.0
RELB,C,GFPT2,1.0
RELB,C,METTL21A,1.0
RELB,C,MAP2K3,1.0
RELB,C,MAML2,1.0
RELB,C,LTBP4,1.0
RELB,C,LTA,1.0
RELB,C,LMNA,1.0
RELA,C,ZMIZ1,1.0
RELB,C,KDM2B,1.0
CTCF,C,DGAT1,1.0
RELB,C,IL4R,1.0
RELB,C,IKZF1,1.0
RELB,C,HIVEP3,1.0
RELB,C,HIVEP1,1.0
RELB,C,HECW2,1.0
RELB,C,KCNB2,1.0
RELA,C,ZFP36L2,1.0
RELA,C,ZC3H12A,1.0
RELA,C,WWTR1,1.0
RELA,C,PTMA,1.0
RELA,C,POLA2,1.0
RELA,C,PLLP,1.0
RELA,C,PLCG2,1.0
RELA,C,PCBP1,1.0
RELA,C,PALLD,1.0
RELA,C,PTP4A2,1.0
RELA,C,PACSIN2,1.0
RELA,C,MYH9,1.0
RELA,C,MYB,1.0
RELA,C,MTSS1,1.0
RELA,C,MKNK2,1.0
RELA,C,MIDEAS,1.0
RELA,C,MED15,1.0
RELA,C,NEK6,1.0
RELB,C,MICAL2,1.0
RELA,C,RALGDS,1.0
RELA,C,RARA,1.0
RELA,C,UBE2D3,1.0
CTCF,C,DGKZ,1.0
RELA,C,TNS3,1.0
CTCF,C,DHX34,1.0
RELA,C,TMC1,1.0
RELA,C,TJP2,1.0
RELA,C,RAPGEF4,1.0
RELA,C,TBL1XR1,1.0
RELA,C,SYNPO,1.0
RELA,C,ST3GAL2,1.0
RELA,C,SPIDR,1.0
RELA,C,SLC3A2,1.0
RELA,C,RNF145,1.0
RELA,C,RBMS1,1.0
RELA,C,TANC1,1.0
RELA,C,MAML2,1.0
RELB,C,MIDN,1.0
RELB,C,NCF2,1.0
REST,C,DENND1A,1.0
REST,C,DNM1,1.0
REST,C,ELAVL3,1.0
REST,C,EPAS1,1.0
REST,C,GPRIN1,1.0
REST,C,GSN,1.0
REST,C,HPCA,1.0
REST,C,KCNMA1,1.0
REST,C,LHX3,1.0
REST,C,LTBP4,1.0
REST,C,NFASC,1.0
REST,C,NFATC2,1.0
REST,C,NLRP1,1.0
REST,C,NPDC1,1.0
REST,C,NRXN1,1.0
REST,C,NXPH1,1.0
REST,C,PLEC,1.0
REST,C,SPTBN4,1.0
REST,C,SOGA3,1.0
REST,C,SLC8A2,1.0
REST,C,SH2D3C,1.0
REST,C,SEZ6,1.0
REST,C,SEC14L1,1.0
REST,C,CYP4F8,1.0
REST,C,SCRT1,1.0
REST,C,RYR1,1.0
REST,C,RPH3A,1.0
REST,C,RNF213,1.0
REST,C,RBFOX3,1.0
REST,C,PTK2B,1.0
REST,C,PRSS27,1.0
REST,C,SCAMP5,1.0
REST,C,CNTNAP2,1.0
REST,C,CHST8,1.0
REST,C,CHD9,1.0
RELB,C,SHANK2,1.0
RELB,C,SEMA4B,1.0
RELB,C,RPS6KA1,1.0
RELB,C,RASGRP1,1.0
RELB,C,PLEC,1.0
RELB,C,PFKM,1.0
RELB,C,SKIL,1.0
RELB,C,PDZD2,1.0
RELB,C,PDE4B,1.0
RELB,C,PARP12,1.0
RELB,C,NOL4L,1.0
RELB,C,NFKBIA,1.0
RELB,C,NEURL3,1.0
RELB,C,NEK6,1.0
RELB,C,PDE5A,1.0
RELB,C,MYO1C,1.0
RELB,C,SLC39A14,1.0
RELB,C,TAGLN2,1.0
REST,C,CDH23,1.0
REST,C,CADPS,1.0
REST,C,BBC3,1.0
REST,C,BARHL1,1.0
REST,C,AP3B2,1.0
REST,C,ACSL6,1.0
RELB,C,STAT3,1.0
REST,C,ACAP3,1.0
RELB,C,UBTF,1.0
RELB,C,UBR5,1.0
RELB,C,UBE2Z,1.0
RELB,C,TRPV3,1.0
CTCF,C,DEXI,1.0
RELB,C,TMTC2,1.0
RELB,C,WNT10A,1.0
RELA,C,LITAF,1.0
RELA,C,LIMS1,1.0
RELA,C,LIMCH1,1.0
RARA,C,SH2B3,1.0
RARA,C,SIGIRR,1.0
CTCF,C,DRD1,1.0
RARA,C,SMAD7,1.0
CTCF,C,DPYSL3,1.0
RARA,C,SPHK1,1.0
RARA,C,STIM2,1.0
RARA,C,SYTL1,1.0
RARA,C,TAGLN2,1.0
RARA,C,TFEB,1.0
RARA,C,TLE3,1.0
RARA,C,TNK2,1.0
RARA,C,TNRC18,1.0
RARA,C,TNS1,1.0
RARA,C,TRIOBP,1.0
RARA,C,VGLL4,1.0
RARA,C,VPS13D,1.0
RBPJ,C,CBLB,1.0
RBPJ,C,CASP8,1.0
RBPJ,C,BCAT1,1.0
RBPJ,C,ASAP1,1.0
RBPJ,C,ARHGEF3,1.0
RBPJ,C,ANKRD44,1.0
RARA,C,SH2B1,1.0
RBPJ,C,AMPD3,1.0
RARG,C,SERPINF1,1.0
RARG,C,MAPK1,1.0
CTCF,C,DPEP2,1.0
RARB,C,SERPINF1,1.0
CTCF,C,DPP3,1.0
RARA,C,XXYLT1,1.0
RARG,C,SMARCA2,1.0
RARA,C,SEC14L1,1.0
CTCF,C,DTD1,1.0
RARA,C,RIPOR1,1.0
RARA,C,MAP3K12,1.0
RARA,C,MAN1C1,1.0
RARA,C,LZTS2,1.0
RARA,C,LPIN1,1.0
CTCF,C,DUSP13,1.0
RARA,C,LDLR,1.0
RARA,C,MBD6,1.0
RARA,C,KPNB1,1.0
RARA,C,IL4R,1.0
RARA,C,IGF1R,1.0
CTCF,C,DVL1,1.0
RARA,C,HNRNPF,1.0
CTCF,C,EARS2,1.0
RARA,C,HDAC5,1.0
RARA,C,KEAP1,1.0
RBPJ,C,CDK17,1.0
RARA,C,MBNL3,1.0
RARA,C,MRTFA,1.0
RARA,C,RHBDF2,1.0
RARA,C,RFX2,1.0
RARA,C,RBMS1,1.0
RARA,C,RABL6,1.0
RARA,C,PRKAG2,1.0
RARA,C,PRKACA,1.0
RARA,C,MIDEAS,1.0
CTCF,C,DTWD2,1.0
RARA,C,PHLDB1,1.0
RARA,C,NPLOC4,1.0
RARA,C,NOL4L,1.0
RARA,C,NECAB3,1.0
RARA,C,MYO18A,1.0
RARA,C,MYH9,1.0
RARA,C,PITPNC1,1.0
RBPJ,C,CEP85L,1.0
RBPJ,C,CXCR4,1.0
RBPJ,C,DPYSL2,1.0
RELA,C,CHD9,1.0
RELA,C,CCDC57,1.0
RELA,C,BCOR,1.0
RELA,C,BBC3,1.0
RELA,C,ATP8B4,1.0
RELA,C,ARID1A,1.0
RELA,C,CSRP1,1.0
RELA,C,ARHGAP24,1.0
REL,C,CXCL3,1.0
REL,C,CXCL1,1.0
RBPJ,C,ZBTB38,1.0
RBPJ,C,WWTR1,1.0
CTCF,C,DNPH1,1.0
RBPJ,C,TNIP1,1.0
RELA,C,ANK3,1.0
RBPJ,C,THADA,1.0
RELA,C,CTNNA1,1.0
RELA,C,DENND1A,1.0
RELA,C,KSR1,1.0
RELA,C,KDM6B,1.0
RELA,C,IRAK2,1.0
RELA,C,IL4I1,1.0
RELA,C,HOOK2,1.0
RELA,C,HIVEP1,1.0
RELA,C,CYTH1,1.0
RELA,C,HECW2,1.0
RELA,C,FNDC3B,1.0
RELA,C,FLT1,1.0
RELA,C,FCHSD2,1.0
RELA,C,EHD1,1.0
CTCF,C,DNAH2,1.0
RELA,C,DST,1.0
RELA,C,GRAMD1A,1.0
REST,C,STMN3,1.0
RBPJ,C,TCF4,1.0
RBPJ,C,SLC12A8,1.0
RBPJ,C,LIMS1,1.0
RBPJ,C,IRF8,1.0
RBPJ,C,INPP4A,1.0
RBPJ,C,IL16,1.0
RBPJ,C,IFNGR1,1.0
RBPJ,C,HEYL,1.0
RBPJ,C,LPP,1.0
RBPJ,C,GSN,1.0
RBPJ,C,GPATCH2L,1.0
RBPJ,C,GNA12,1.0
RBPJ,C,GAS7,1.0
RBPJ,C,FMNL2,1.0
RBPJ,C,FCHSD2,1.0
RBPJ,C,FAM167A,1.0
RBPJ,C,GPCPD1,1.0
RBPJ,C,SNX25,1.0
RBPJ,C,LYST,1.0
RBPJ,C,MKNK2,1.0
RBPJ,C,SIPA1L1,1.0
RBPJ,C,SH3KBP1,1.0
RBPJ,C,SEMA4D,1.0
RBPJ,C,RUNX1,1.0
RBPJ,C,RFX3,1.0
RBPJ,C,PMAIP1,1.0
RBPJ,C,MARCHF1,1.0
RBPJ,C,PLEC,1.0
RBPJ,C,PIK3AP1,1.0
RBPJ,C,PEX5L,1.0
RBPJ,C,PAG1,1.0
RBPJ,C,NUMB,1.0
RBPJ,C,NSMCE2,1.0
RBPJ,C,NIN,1.0
RBPJ,C,PIP4K2A,1.0
RARA,C,GSE1,1.0
REST,C,SYNDIG1L,1.0
REST,C,TMEM178B,1.0
RUNX1,C,DLC1,1.0
CTCF,C,CGRRF1,1.0
RUNX1,C,DOCK10,1.0
RUNX1,C,DOCK9,1.0
RUNX1,C,DTHD1,1.0
CTCF,C,CERCAM,1.0
RUNX1,C,EFNA5,1.0
RUNX1,C,ELL,1.0
CTCF,C,CELF5,1.0
RUNX1,C,EPHA6,1.0
RUNX1,C,ERCC6L2,1.0
CTCF,C,CDK9,1.0
CTCF,C,CDK14,1.0
CTCF,C,CDH24,1.0
CTCF,C,CDC73,1.0
CTCF,C,CD8A,1.0
CTCF,C,CCDC9B,1.0
RUNX1,C,GPR12,1.0
RUNX1,C,GPR107,1.0
RUNX1,C,GM2A,1.0
RUNX1,C,GLIPR1L2,1.0
CTCF,C,CBL,1.0
CTCF,C,CBX4,1.0
RUNX1,C,DGCR8,1.0
CTCF,C,CCBE1,1.0
CTCF,C,ODAD1,1.0
CTCF,C,CCDC144A,1.0
RUNX1,C,FRMD6,1.0
CTCF,C,CCDC149,1.0
CTCF,C,CCDC175,1.0
CTCF,C,CCDC83,1.0
RUNX1,C,FYN,1.0
RUNX1,C,DENND3,1.0
CTCF,C,CHIT1,1.0
CTCF,C,CHRNE,1.0
RUNX1,C,CD1A,1.0
RUNX1,C,CCM2,1.0
RUNX1,C,CASS4,1.0
RUNX1,C,CAP1,1.0
CTCF,C,COX8C,1.0
RUNX1,C,CACNA1C,1.0
CTCF,C,COL8A2,1.0
RUNX1,C,C6orf118,1.0
RUNX1,C,BDH1,1.0
CTCF,C,CPD,1.0
RUNX1,C,BARD1,1.0
CTCF,C,CRABP2,1.0
CTCF,C,CRBN,1.0
RUNX1,C,ASB1,1.0
RUNX1,C,C1QTNF9B,1.0
RUNX1,C,GRHL3,1.0
RUNX1,C,CDC14A,1.0
RUNX1,C,CDH20,1.0
CTCF,C,CISD3,1.0
RUNX1,C,CYTIP,1.0
RUNX1,C,CYP4X1,1.0
CTCF,C,CMTM3,1.0
CTCF,C,CNPY2,1.0
RUNX1,C,COL4A3,1.0
RUNX1,C,CDC16,1.0
RUNX1,C,CMTM7,1.0
RUNX1,C,CLDN10,1.0
RUNX1,C,CHL1,1.0
RUNX1,C,CFAP61,1.0
RUNX1,C,CEMIP2,1.0
RUNX1,C,CDKAL1,1.0
RUNX1,C,CDK5RAP2,1.0
RUNX1,C,CMIP,1.0
CTCF,C,CREM,1.0
CTCF,C,CARM1,1.0
RUNX1,C,HDAC9,1.0
CTCF,C,ATMIN,1.0
RUNX1,C,MYO3B,1.0
RUNX1,C,NAV2,1.0
CTCF,C,ARTN,1.0
RUNX1,C,NEDD4L,1.0
CTCF,C,ARMC7,1.0
RUNX1,C,NEK6,1.0
RUNX1,C,NFYC,1.0
RUNX1,C,PACS1,1.0
RUNX1,C,PALLD,1.0
CTCF,C,ARHGAP39,1.0
RUNX1,C,PDE4B,1.0
RUNX1,C,PDZK1,1.0
RUNX1,C,PFKP,1.0
CTCF,C,ARHGAP12,1.0
RUNX1,C,PIK3AP1,1.0
CTCF,C,ARAP1,1.0
CTCF,C,AMMECR1L,1.0
RUNX1,C,RAB27A,1.0
RUNX1,C,PTTG1IP,1.0
CTCF,C,ANKRD10,1.0
RUNX1,C,PTCH1,1.0
CTCF,C,ANKRD2,1.0
RUNX1,C,MTA3,1.0
CTCF,C,ANKS6,1.0
CTCF,C,AP2A2,1.0
CTCF,C,AP4E1,1.0
CTCF,C,AP5S1,1.0
RUNX1,C,PLA2G4E,1.0
CTCF,C,AQP6,1.0
RUNX1,C,PIM1,1.0
CTCF,C,ANTXR1,1.0
RUNX1,C,MPZL1,1.0
RUNX1,C,MICAL2,1.0
RUNX1,C,MCC,1.0
RUNX1,C,JKAMP,1.0
CTCF,C,CFAP276,1.0
CTCF,C,C1orf52,1.0
CTCF,C,C1QBP,1.0
CTCF,C,C5orf47,1.0
RUNX1,C,ITGA6,1.0
CTCF,C,C18orf25,1.0
CTCF,C,INTS15,1.0
RUNX1,C,IFNGR1,1.0
RUNX1,C,HNRNPUL1,1.0
CTCF,C,CALB2,1.0
RUNX1,C,HHLA2,1.0
RUNX1,C,HGD,1.0
RUNX1,C,HECTD1,1.0
RUNX1,C,IL1RAP,1.0
RUNX1,C,H6PD,1.0
CTCF,C,NMES1,1.0
RUNX1,C,KCNN3,1.0
CTCF,C,B3GLCT,1.0
RUNX1,C,MARF1,1.0
CTCF,C,BCO2,1.0
CTCF,C,BEND3,1.0
RUNX1,C,LYN,1.0
RUNX1,C,LINC02693,1.0
CTCF,C,KCNJ5-AS1,1.0
RUNX1,C,LIMS1,1.0
CTCF,C,BRSK1,1.0
RUNX1,C,LCP1,1.0
RUNX1,C,KRR1,1.0
